fecha;serie_hidrologica;region_hidrologica;aporte_hidrico
2024-07-07;PP-2POR1;Antioquia;3325300
2024-07-07;PP-3PORC;Antioquia;2176200
2024-07-07;PUNCGUAT;Antioquia;3312400
2024-07-07;QUBRRGRD;Antioquia;71900
2024-07-07;RGR2RGRD;Antioquia;9387400
2024-07-07;SLORNARE;Antioquia;7648600
2024-07-07;SMIGCALD;Antioquia;1323900
2024-07-07;TRONGUAD;Antioquia;6011700
2024-07-07;CAMECAMP;Caldas;1456600
2024-07-07;CAMECHIN;Caldas;3267800
2024-07-07;DESVGUAR;Caldas;806400
2024-07-07;DESVMANS;Caldas;473400
2024-07-07;ESMECAMP;Caldas;1628700
2024-07-07;ESTRELLA;Caldas;202100
2024-07-07;PTEHMIEL;Caldas;5211700
2024-07-07;SANFRANC;Caldas;465100
2024-07-07;URR1SINU;Caribe;4929000
2024-07-07;ALICBOGO;Centro;20918000
2024-07-07;AMOYAMOY;Centro;3611000
2024-07-07;BETAMAG1;Centro;2321900
2024-07-07;CUCUCUCU;Centro;1621600
2024-07-07;DESVSMAR;Centro;265500
2024-07-07;EMBAPRAD;Centro;694100
2024-07-07;QUIMMAGD;Centro;8260900
2024-07-07;SOGASOGA;Centro;20090500
2024-07-07;DESVBATA;Oriente;1756400
2024-07-07;DESVCHIV;Oriente;1324600
2024-07-07;EMBACHUZ;Oriente;6771300
2024-07-07;ESMEBATA;Oriente;27838400
2024-07-07;GUAVGUAV;Oriente;19029800
2024-07-07;ALTOANCH;Valle;4838100
2024-07-07;BAJOANCH;Valle;430100
2024-07-07;CAL1CALM;Valle;555400
2024-07-07;FLR2CAUC;Valle;295000
2024-07-07;SALVCAUC;Valle;10007300
2024-07-08;BOCATENC;Antioquia;1733300
2024-07-08;CLLRPORC;Antioquia;5692200
2024-07-08;DESVIEPM;Antioquia;3244000
2024-07-08;ESCMNEGR;Antioquia;14720200
2024-07-08;ITUACAUC;Antioquia;63096300
2024-07-08;MIRFTENC;Antioquia;1049600
2024-07-08;PENONARE;Antioquia;7152100
2024-07-08;PLAYGUAT;Antioquia;3519900
2024-07-08;PP-2POR1;Antioquia;3301900
2024-07-08;PP-3PORC;Antioquia;2038600
2024-07-08;PUNCGUAT;Antioquia;3088300
2024-07-08;QUBRRGRD;Antioquia;63700
2024-07-08;RGR2RGRD;Antioquia;8329100
2024-07-08;SLORNARE;Antioquia;6937800
2024-07-08;SMIGCALD;Antioquia;1258700
2024-07-08;TRONGUAD;Antioquia;5125900
2024-07-08;CAMECAMP;Caldas;1222500
2024-07-08;CAMECHIN;Caldas;2840200
2024-07-08;DESVGUAR;Caldas;1378800
2024-07-08;DESVMANS;Caldas;365500
2024-07-08;ESMECAMP;Caldas;1366800
2024-07-08;ESTRELLA;Caldas;207400
2024-07-08;PTEHMIEL;Caldas;4422200
2024-07-08;SANFRANC;Caldas;414200
2024-07-08;URR1SINU;Caribe;5090200
2024-07-08;ALICBOGO;Centro;10360900
2024-07-08;AMOYAMOY;Centro;3516600
2024-07-08;BETAMAG1;Centro;2056200
2024-07-08;CUCUCUCU;Centro;1396000
2024-07-08;DESVSMAR;Centro;212700
2024-07-08;EMBAPRAD;Centro;477800
2024-07-08;QUIMMAGD;Centro;9103200
2024-07-08;SOGASOGA;Centro;16837200
2024-07-08;DESVBATA;Oriente;1939300
2024-07-08;DESVCHIV;Oriente;1213100
2024-07-08;EMBACHUZ;Oriente;4101300
2024-07-08;ESMEBATA;Oriente;20646200
2024-07-08;GUAVGUAV;Oriente;21012100
2024-07-08;ALTOANCH;Valle;4130600
2024-07-08;BAJOANCH;Valle;388500
2024-07-08;CAL1CALM;Valle;397300
2024-07-08;FLR2CAUC;Valle;252600
2024-07-08;SALVCAUC;Valle;9785500
2024-07-09;BOCATENC;Antioquia;1707200
2024-07-09;CLLRPORC;Antioquia;5350500
2024-07-09;DESVIEPM;Antioquia;2987200
2024-07-09;ESCMNEGR;Antioquia;13853600
2024-07-09;ITUACAUC;Antioquia;56640600
2024-07-09;MIRFTENC;Antioquia;878900
2024-07-09;PENONARE;Antioquia;6705300
2024-07-09;PLAYGUAT;Antioquia;4217000
2024-07-09;PP-2POR1;Antioquia;3239600
2024-07-09;PP-3PORC;Antioquia;2009200
2024-07-09;PUNCGUAT;Antioquia;2859100
2024-07-09;QUBRRGRD;Antioquia;63000
2024-07-09;RGR2RGRD;Antioquia;8227100
2024-07-09;SLORNARE;Antioquia;6678900
2024-07-09;SMIGCALD;Antioquia;1246900
2024-07-09;TRONGUAD;Antioquia;4769800
2024-07-09;CAMECAMP;Caldas;1085500
2024-07-09;CAMECHIN;Caldas;2551200
2024-07-09;DESVGUAR;Caldas;1370700
2024-07-09;DESVMANS;Caldas;294900
2024-07-09;ESMECAMP;Caldas;1213600
2024-07-09;ESTRELLA;Caldas;222500
2024-07-09;PTEHMIEL;Caldas;4015200
2024-07-09;SANFRANC;Caldas;383700
2024-07-09;URR1SINU;Caribe;5458600
2024-07-09;ALICBOGO;Centro;21433600
2024-07-09;AMOYAMOY;Centro;3198800
2024-07-09;BETAMAG1;Centro;1585100
2024-07-09;CUCUCUCU;Centro;1187600
2024-07-09;DESVSMAR;Centro;199800
2024-07-09;EMBAPRAD;Centro;449300
2024-07-09;QUIMMAGD;Centro;7701100
2024-07-09;SOGASOGA;Centro;16429500
2024-07-09;DESVBATA;Oriente;1850700
2024-07-09;DESVCHIV;Oriente;1172900
2024-07-09;EMBACHUZ;Oriente;10503200
2024-07-09;ESMEBATA;Oriente;19477200
2024-07-09;GUAVGUAV;Oriente;20050000
2024-07-09;ALTOANCH;Valle;4133600
2024-07-09;BAJOANCH;Valle;388700
2024-07-09;CAL1CALM;Valle;526000
2024-07-09;FLR2CAUC;Valle;218800
2024-07-09;SALVCAUC;Valle;7894000
2024-07-10;BOCATENC;Antioquia;1627700
2024-07-10;CLLRPORC;Antioquia;5074000
2024-07-10;DESVIEPM;Antioquia;2687100
2024-07-10;ESCMNEGR;Antioquia;12656400
2024-07-10;ITUACAUC;Antioquia;49603200
2024-07-10;MIRFTENC;Antioquia;853300
2024-07-10;PENONARE;Antioquia;6195000
2024-07-10;PLAYGUAT;Antioquia;2610900
2024-07-10;PP-2POR1;Antioquia;3312500
2024-07-10;PP-3PORC;Antioquia;1538100
2024-07-10;PUNCGUAT;Antioquia;2732800
2024-07-10;QUBRRGRD;Antioquia;58100
2024-07-10;RGR2RGRD;Antioquia;7593700
2024-07-10;SLORNARE;Antioquia;6415400
2024-07-10;SMIGCALD;Antioquia;1189100
2024-07-10;TRONGUAD;Antioquia;4580900
2024-07-10;CAMECAMP;Caldas;984500
2024-07-10;CAMECHIN;Caldas;2282600
2024-07-10;DESVGUAR;Caldas;1122500
2024-07-10;DESVMANS;Caldas;199300
2024-07-10;ESMECAMP;Caldas;1100700
2024-07-10;ESTRELLA;Caldas;231300
2024-07-10;PTEHMIEL;Caldas;3543700
2024-07-10;SANFRANC;Caldas;359400
2024-07-10;URR1SINU;Caribe;4901000
2024-07-10;ALICBOGO;Centro;16328100
2024-07-10;AMOYAMOY;Centro;2623100
2024-07-10;BETAMAG1;Centro;1580200
2024-07-10;CUCUCUCU;Centro;940700
2024-07-10;DESVSMAR;Centro;194100
2024-07-10;EMBAPRAD;Centro;400500
2024-07-10;QUIMMAGD;Centro;8570400
2024-07-10;SOGASOGA;Centro;14195600
2024-07-10;DESVBATA;Oriente;1558600
2024-07-10;DESVCHIV;Oriente;948200
2024-07-10;EMBACHUZ;Oriente;4816900
2024-07-10;ESMEBATA;Oriente;16285500
2024-07-10;GUAVGUAV;Oriente;16885300
2024-07-10;ALTOANCH;Valle;3453200
2024-07-10;BAJOANCH;Valle;348700
2024-07-10;CAL1CALM;Valle;376400
2024-07-10;FLR2CAUC;Valle;100000
2024-07-10;SALVCAUC;Valle;7485500
2024-07-11;BOCATENC;Antioquia;2059100
2024-07-11;CLLRPORC;Antioquia;4604800
2024-07-11;DESVIEPM;Antioquia;2574000
2024-07-11;ESCMNEGR;Antioquia;11523800
2024-07-11;ITUACAUC;Antioquia;44904900
2024-07-11;MIRFTENC;Antioquia;924200
2024-07-11;PENONARE;Antioquia;5896500
2024-07-11;PLAYGUAT;Antioquia;3623000
2024-07-11;PP-2POR1;Antioquia;3628100
2024-07-11;PP-3PORC;Antioquia;1604700
2024-07-11;PUNCGUAT;Antioquia;3982100
2024-07-11;QUBRRGRD;Antioquia;58600
2024-07-11;RGR2RGRD;Antioquia;7652000
2024-07-11;SLORNARE;Antioquia;7108100
2024-07-11;SMIGCALD;Antioquia;1302200
2024-07-11;TRONGUAD;Antioquia;5059100
2024-07-11;CAMECAMP;Caldas;935300
2024-07-11;CAMECHIN;Caldas;2110900
2024-07-11;DESVGUAR;Caldas;936400
2024-07-11;DESVMANS;Caldas;146500
2024-07-11;ESMECAMP;Caldas;1045700
2024-07-11;ESTRELLA;Caldas;219500
2024-07-11;PTEHMIEL;Caldas;3295000
2024-07-11;SANFRANC;Caldas;373900
2024-07-11;URR1SINU;Caribe;4302900
2024-07-11;ALICBOGO;Centro;10337800
2024-07-11;AMOYAMOY;Centro;2322500
2024-07-11;BETAMAG1;Centro;1363300
2024-07-11;CUCUCUCU;Centro;803600
2024-07-11;DESVSMAR;Centro;188400
2024-07-11;EMBAPRAD;Centro;274200
2024-07-11;QUIMMAGD;Centro;5982000
2024-07-11;SOGASOGA;Centro;14743900
2024-07-11;DESVBATA;Oriente;1148600
2024-07-11;DESVCHIV;Oriente;1027800
2024-07-11;EMBACHUZ;Oriente;3089400
2024-07-11;ESMEBATA;Oriente;13080400
2024-07-11;GUAVGUAV;Oriente;12442800
2024-07-11;ALTOANCH;Valle;3171600
2024-07-11;BAJOANCH;Valle;332000
2024-07-11;CAL1CALM;Valle;468100
2024-07-11;FLR2CAUC;Valle;98200
2024-07-11;SALVCAUC;Valle;6605300
2024-07-12;BOCATENC;Antioquia;1558800
2024-07-12;CLLRPORC;Antioquia;4750600
2024-07-12;DESVIEPM;Antioquia;2410500
2024-07-12;ESCMNEGR;Antioquia;16582500
2024-07-12;ITUACAUC;Antioquia;40537100
2024-07-12;MIRFTENC;Antioquia;768100
2024-07-12;PENONARE;Antioquia;8050000
2024-07-12;PLAYGUAT;Antioquia;5026300
2024-07-12;PP-2POR1;Antioquia;2999400
2024-07-12;PP-3PORC;Antioquia;1780500
2024-07-12;PUNCGUAT;Antioquia;4917100
2024-07-12;QUBRRGRD;Antioquia;53400
2024-07-12;RGR2RGRD;Antioquia;6957000
2024-07-12;SLORNARE;Antioquia;7955100
2024-07-12;SMIGCALD;Antioquia;1752300
2024-07-12;TRONGUAD;Antioquia;4403500
2024-07-12;CAMECAMP;Caldas;883200
2024-07-12;CAMECHIN;Caldas;2343000
2024-07-12;DESVGUAR;Caldas;805500
2024-07-12;DESVMANS;Caldas;146500
2024-07-12;ESMECAMP;Caldas;987400
2024-07-12;ESTRELLA;Caldas;254800
2024-07-12;PTEHMIEL;Caldas;3413200
2024-07-12;SANFRANC;Caldas;334300
2024-07-12;URR1SINU;Caribe;4223500
2024-07-12;ALICBOGO;Centro;8483400
2024-07-12;AMOYAMOY;Centro;2174000
2024-07-12;BETAMAG1;Centro;1274900
2024-07-12;CUCUCUCU;Centro;827900
2024-07-12;DESVSMAR;Centro;205500
2024-07-12;EMBAPRAD;Centro;209500
2024-07-12;QUIMMAGD;Centro;5815100
2024-07-12;SOGASOGA;Centro;10629300
2024-07-12;DESVBATA;Oriente;1222100
2024-07-12;DESVCHIV;Oriente;1190400
2024-07-12;EMBACHUZ;Oriente;2912400
2024-07-12;ESMEBATA;Oriente;12616800
2024-07-12;GUAVGUAV;Oriente;13240900
2024-07-12;ALTOANCH;Valle;3447200
2024-07-12;BAJOANCH;Valle;348200
2024-07-12;CAL1CALM;Valle;369700
2024-07-12;FLR2CAUC;Valle;164600
2024-07-12;SALVCAUC;Valle;6570700
2024-07-13;BOCATENC;Antioquia;1481600
2024-07-13;CLLRPORC;Antioquia;5695200
2024-07-13;DESVIEPM;Antioquia;2321800
2024-07-13;ESCMNEGR;Antioquia;15506900
2024-07-13;ITUACAUC;Antioquia;42121700
2024-07-13;MIRFTENC;Antioquia;758900
2024-07-13;PENONARE;Antioquia;7353400
2024-07-13;PLAYGUAT;Antioquia;3944800
2024-07-13;PP-2POR1;Antioquia;2853900
2024-07-13;PP-3PORC;Antioquia;1121500
2024-07-13;PUNCGUAT;Antioquia;2843600
2024-07-13;QUBRRGRD;Antioquia;46100
2024-07-13;RGR2RGRD;Antioquia;6018300
2024-07-13;SLORNARE;Antioquia;6526700
2024-07-13;SMIGCALD;Antioquia;1373100
2024-07-13;TRONGUAD;Antioquia;4247400
2024-07-13;CAMECAMP;Caldas;839200
2024-07-13;CAMECHIN;Caldas;2211800
2024-07-13;DESVGUAR;Caldas;816800
2024-07-13;DESVMANS;Caldas;199700
2024-07-13;ESMECAMP;Caldas;938200
2024-07-13;ESTRELLA;Caldas;267000
2024-07-13;PTEHMIEL;Caldas;3233700
2024-07-13;SANFRANC;Caldas;311400
2024-07-13;URR1SINU;Caribe;4117300
2024-07-13;ALICBOGO;Centro;10599400
2024-07-13;AMOYAMOY;Centro;6045200
2024-07-13;BETAMAG1;Centro;2567700
2024-07-13;CUCUCUCU;Centro;1794300
2024-07-13;DESVSMAR;Centro;411100
2024-07-13;EMBAPRAD;Centro;224600
2024-07-13;QUIMMAGD;Centro;16266200
2024-07-13;SOGASOGA;Centro;9928700
2024-07-13;DESVBATA;Oriente;1566900
2024-07-13;DESVCHIV;Oriente;1140800
2024-07-13;EMBACHUZ;Oriente;5444000
2024-07-13;ESMEBATA;Oriente;21211500
2024-07-13;GUAVGUAV;Oriente;16975800
2024-07-13;ALTOANCH;Valle;3480300
2024-07-13;BAJOANCH;Valle;350300
2024-07-13;CAL1CALM;Valle;398600
2024-07-13;FLR2CAUC;Valle;285000
2024-07-13;SALVCAUC;Valle;6852000
2024-07-14;BOCATENC;Antioquia;1392600
2024-07-14;CLLRPORC;Antioquia;4238700
2024-07-14;DESVIEPM;Antioquia;2241800
2024-07-14;ESCMNEGR;Antioquia;11466700
2024-07-14;ITUACAUC;Antioquia;36694500
2024-07-14;MIRFTENC;Antioquia;712400
2024-07-14;PENONARE;Antioquia;5535300
2024-07-14;PLAYGUAT;Antioquia;3573800
2024-07-14;PP-2POR1;Antioquia;3475100
2024-07-14;PP-3PORC;Antioquia;737800
2024-07-14;PUNCGUAT;Antioquia;2616900
2024-07-14;QUBRRGRD;Antioquia;51200
2024-07-14;RGR2RGRD;Antioquia;6688200
2024-07-14;SLORNARE;Antioquia;5836300
2024-07-14;SMIGCALD;Antioquia;1140900
2024-07-14;TRONGUAD;Antioquia;4034700
2024-07-14;CAMECAMP;Caldas;768200
2024-07-14;CAMECHIN;Caldas;1885000
2024-07-14;DESVGUAR;Caldas;594000
2024-07-14;DESVMANS;Caldas;98000
2024-07-14;ESMECAMP;Caldas;858800
2024-07-14;ESTRELLA;Caldas;287200
2024-07-14;PTEHMIEL;Caldas;2901700
2024-07-14;SANFRANC;Caldas;294300
2024-07-14;URR1SINU;Caribe;6881900
2024-07-14;ALICBOGO;Centro;10630200
2024-07-14;AMOYAMOY;Centro;3647900
2024-07-14;BETAMAG1;Centro;3309100
2024-07-14;CUCUCUCU;Centro;1304700
2024-07-14;DESVSMAR;Centro;249800
2024-07-14;EMBAPRAD;Centro;232100
2024-07-14;QUIMMAGD;Centro;16130700
2024-07-14;SOGASOGA;Centro;10245600
2024-07-14;DESVBATA;Oriente;1342400
2024-07-14;DESVCHIV;Oriente;1009800
2024-07-14;EMBACHUZ;Oriente;4093600
2024-07-14;ESMEBATA;Oriente;16792400
2024-07-14;GUAVGUAV;Oriente;14543500
2024-07-14;ALTOANCH;Valle;2813900
2024-07-14;BAJOANCH;Valle;311000
2024-07-14;CAL1CALM;Valle;399500
2024-07-14;FLR2CAUC;Valle;348600
2024-07-14;SALVCAUC;Valle;9139900
2024-07-15;BOCATENC;Antioquia;1394400
2024-07-15;CLLRPORC;Antioquia;4171900
2024-07-15;DESVIEPM;Antioquia;2480500
2024-07-15;ESCMNEGR;Antioquia;10634400
2024-07-15;ITUACAUC;Antioquia;33958300
2024-07-15;MIRFTENC;Antioquia;694100
2024-07-15;PENONARE;Antioquia;5127300
2024-07-15;PLAYGUAT;Antioquia;3389400
2024-07-15;PP-2POR1;Antioquia;3132300
2024-07-15;PP-3PORC;Antioquia;1803200
2024-07-15;PUNCGUAT;Antioquia;2550000
2024-07-15;QUBRRGRD;Antioquia;47900
2024-07-15;RGR2RGRD;Antioquia;6245300
2024-07-15;SLORNARE;Antioquia;5647900
2024-07-15;SMIGCALD;Antioquia;1133100
2024-07-15;TRONGUAD;Antioquia;3905000
2024-07-15;CAMECAMP;Caldas;726400
2024-07-15;CAMECHIN;Caldas;1895900
2024-07-15;DESVGUAR;Caldas;495500
2024-07-15;DESVMANS;Caldas;61700
2024-07-15;ESMECAMP;Caldas;812200
2024-07-15;ESTRELLA;Caldas;296700
2024-07-15;PTEHMIEL;Caldas;2756100
2024-07-15;SANFRANC;Caldas;280500
2024-07-15;URR1SINU;Caribe;6294000
2024-07-15;ALICBOGO;Centro;12157600
2024-07-15;AMOYAMOY;Centro;2935100
2024-07-15;BETAMAG1;Centro;2330100
2024-07-15;CUCUCUCU;Centro;1007800
2024-07-15;DESVSMAR;Centro;207000
2024-07-15;EMBAPRAD;Centro;228600
2024-07-15;QUIMMAGD;Centro;10935600
2024-07-15;SOGASOGA;Centro;9023300
2024-07-15;DESVBATA;Oriente;1997700
2024-07-15;DESVCHIV;Oriente;2390200
2024-07-15;EMBACHUZ;Oriente;3247200
2024-07-15;ESMEBATA;Oriente;28954000
2024-07-15;GUAVGUAV;Oriente;21642700
2024-07-15;ALTOANCH;Valle;2456100
2024-07-15;BAJOANCH;Valle;289800
2024-07-15;CAL1CALM;Valle;240100
2024-07-15;FLR2CAUC;Valle;370200
2024-07-15;SALVCAUC;Valle;9587300
2024-07-16;BOCATENC;Antioquia;1366800
2024-07-16;CLLRPORC;Antioquia;4091400
2024-07-16;DESVIEPM;Antioquia;2601600
2024-07-16;ESCMNEGR;Antioquia;10132700
2024-07-16;ITUACAUC;Antioquia;31868600
2024-07-16;MIRFTENC;Antioquia;675400
2024-07-16;PENONARE;Antioquia;4947900
2024-07-16;PLAYGUAT;Antioquia;3404400
2024-07-16;PP-2POR1;Antioquia;2944300
2024-07-16;PP-3PORC;Antioquia;1016700
2024-07-16;PUNCGUAT;Antioquia;2458500
2024-07-16;QUBRRGRD;Antioquia;42500
2024-07-16;RGR2RGRD;Antioquia;5544800
2024-07-16;SLORNARE;Antioquia;5484300
2024-07-16;SMIGCALD;Antioquia;1103000
2024-07-16;TRONGUAD;Antioquia;3794700
2024-07-16;CAMECAMP;Caldas;731600
2024-07-16;CAMECHIN;Caldas;2090500
2024-07-16;DESVGUAR;Caldas;424900
2024-07-16;DESVMANS;Caldas;43800
2024-07-16;ESMECAMP;Caldas;818100
2024-07-16;ESTRELLA;Caldas;308200
2024-07-16;PTEHMIEL;Caldas;2586100
2024-07-16;SANFRANC;Caldas;269200
2024-07-16;URR1SINU;Caribe;6456900
2024-07-16;ALICBOGO;Centro;10418600
2024-07-16;AMOYAMOY;Centro;2586200
2024-07-16;BETAMAG1;Centro;1645800
2024-07-16;CUCUCUCU;Centro;869300
2024-07-16;DESVSMAR;Centro;175600
2024-07-16;EMBAPRAD;Centro;307700
2024-07-16;QUIMMAGD;Centro;6832500
2024-07-16;SOGASOGA;Centro;9300300
2024-07-16;DESVBATA;Oriente;1693100
2024-07-16;DESVCHIV;Oriente;1398100
2024-07-16;EMBACHUZ;Oriente;4766900
2024-07-16;ESMEBATA;Oriente;26554400
2024-07-16;GUAVGUAV;Oriente;18342800
2024-07-16;ALTOANCH;Valle;2631500
2024-07-16;BAJOANCH;Valle;300300
2024-07-16;CAL1CALM;Valle;400400
2024-07-16;FLR2CAUC;Valle;229000
2024-07-16;SALVCAUC;Valle;6506200
2024-07-17;BOCATENC;Antioquia;1347900
2024-07-17;CLLRPORC;Antioquia;3985100
2024-07-17;DESVIEPM;Antioquia;2534100
2024-07-17;ESCMNEGR;Antioquia;9874200
2024-07-17;ITUACAUC;Antioquia;33276800
2024-07-17;MIRFTENC;Antioquia;663700
2024-07-17;PENONARE;Antioquia;4745600
2024-07-17;PLAYGUAT;Antioquia;3364900
2024-07-17;PP-2POR1;Antioquia;3036900
2024-07-17;PP-3PORC;Antioquia;566200
2024-07-17;PUNCGUAT;Antioquia;2423800
2024-07-17;QUBRRGRD;Antioquia;46600
2024-07-17;RGR2RGRD;Antioquia;6092800
2024-07-17;SLORNARE;Antioquia;5341300
2024-07-17;SMIGCALD;Antioquia;1079100
2024-07-17;TRONGUAD;Antioquia;3695700
2024-07-17;CAMECAMP;Caldas;736100
2024-07-17;CAMECHIN;Caldas;1803200
2024-07-17;DESVGUAR;Caldas;346700
2024-07-17;DESVMANS;Caldas;23100
2024-07-17;ESMECAMP;Caldas;823100
2024-07-17;ESTRELLA;Caldas;292400
2024-07-17;PTEHMIEL;Caldas;2446600
2024-07-17;SANFRANC;Caldas;258600
2024-07-17;URR1SINU;Caribe;5841100
2024-07-17;ALICBOGO;Centro;10953400
2024-07-17;AMOYAMOY;Centro;2307500
2024-07-17;BETAMAG1;Centro;1425000
2024-07-17;CUCUCUCU;Centro;736600
2024-07-17;DESVSMAR;Centro;159900
2024-07-17;EMBAPRAD;Centro;92400
2024-07-17;QUIMMAGD;Centro;5995600
2024-07-17;SOGASOGA;Centro;11127400
2024-07-17;DESVBATA;Oriente;1224000
2024-07-17;DESVCHIV;Oriente;1025900
2024-07-17;EMBACHUZ;Oriente;2227600
2024-07-17;ESMEBATA;Oriente;24663300
2024-07-17;GUAVGUAV;Oriente;13259600
2024-07-17;ALTOANCH;Valle;2726700
2024-07-17;BAJOANCH;Valle;305900
2024-07-17;CAL1CALM;Valle;240500
2024-07-17;FLR2CAUC;Valle;201000
2024-07-17;SALVCAUC;Valle;4904900
2024-07-18;BOCATENC;Antioquia;1311400
2024-07-18;CLLRPORC;Antioquia;3966900
2024-07-18;DESVIEPM;Antioquia;2512900
2024-07-18;ESCMNEGR;Antioquia;9627200
2024-07-18;ITUACAUC;Antioquia;31165500
2024-07-18;MIRFTENC;Antioquia;659900
2024-07-18;PENONARE;Antioquia;4683200
2024-07-18;PLAYGUAT;Antioquia;3671100
2024-07-18;PP-2POR1;Antioquia;2941300
2024-07-18;PP-3PORC;Antioquia;1868900
2024-07-18;PUNCGUAT;Antioquia;2323300
2024-07-18;QUBRRGRD;Antioquia;43200
2024-07-18;RGR2RGRD;Antioquia;5643100
2024-07-18;SLORNARE;Antioquia;5245900
2024-07-18;SMIGCALD;Antioquia;1060800
2024-07-18;TRONGUAD;Antioquia;3624200
2024-07-18;CAMECAMP;Caldas;670500
2024-07-18;CAMECHIN;Caldas;1689900
2024-07-18;DESVGUAR;Caldas;264700
2024-07-18;ESMECAMP;Caldas;749700
2024-07-18;ESTRELLA;Caldas;278800
2024-07-18;PTEHMIEL;Caldas;2332600
2024-07-18;SANFRANC;Caldas;251200
2024-07-18;URR1SINU;Caribe;7377800
2024-07-18;ALICBOGO;Centro;8941200
2024-07-18;AMOYAMOY;Centro;2139400
2024-07-18;BETAMAG1;Centro;1345600
2024-07-18;CUCUCUCU;Centro;660900
2024-07-18;DESVSMAR;Centro;141300
2024-07-18;EMBAPRAD;Centro;215100
2024-07-18;QUIMMAGD;Centro;5219600
2024-07-18;SOGASOGA;Centro;9412600
2024-07-18;DESVBATA;Oriente;1063700
2024-07-18;DESVCHIV;Oriente;979400
2024-07-18;EMBACHUZ;Oriente;2227600
2024-07-18;ESMEBATA;Oriente;21299800
2024-07-18;GUAVGUAV;Oriente;11523500
2024-07-18;ALTOANCH;Valle;4254900
2024-07-18;BAJOANCH;Valle;395800
2024-07-18;CAL1CALM;Valle;320700
2024-07-18;FLR2CAUC;Valle;189400
2024-07-18;SALVCAUC;Valle;6573300
2024-07-19;BOCATENC;Antioquia;1356200
2024-07-19;CLLRPORC;Antioquia;3872700
2024-07-19;DESVIEPM;Antioquia;2613900
2024-07-19;ESCMNEGR;Antioquia;9178700
2024-07-19;ITUACAUC;Antioquia;29548600
2024-07-19;MIRFTENC;Antioquia;749200
2024-07-19;PENONARE;Antioquia;4472400
2024-07-19;PLAYGUAT;Antioquia;2052200
2024-07-19;PP-2POR1;Antioquia;2955900
2024-07-19;PP-3PORC;Antioquia;910300
2024-07-19;PUNCGUAT;Antioquia;2286000
2024-07-19;QUBRRGRD;Antioquia;44100
2024-07-19;RGR2RGRD;Antioquia;5750500
2024-07-19;SLORNARE;Antioquia;5300400
2024-07-19;SMIGCALD;Antioquia;1042300
2024-07-19;TRONGUAD;Antioquia;3695100
2024-07-19;CAMECAMP;Caldas;653100
2024-07-19;CAMECHIN;Caldas;1644600
2024-07-19;DESVGUAR;Caldas;233200
2024-07-19;ESMECAMP;Caldas;730200
2024-07-19;ESTRELLA;Caldas;253000
2024-07-19;PTEHMIEL;Caldas;2228500
2024-07-19;SANFRANC;Caldas;246700
2024-07-19;URR1SINU;Caribe;6699900
2024-07-19;ALICBOGO;Centro;11215000
2024-07-19;AMOYAMOY;Centro;2019700
2024-07-19;BETAMAG1;Centro;1387800
2024-07-19;CUCUCUCU;Centro;591000
2024-07-19;DESVSMAR;Centro;139900
2024-07-19;EMBAPRAD;Centro;33000
2024-07-19;QUIMMAGD;Centro;5323700
2024-07-19;SOGASOGA;Centro;11945800
2024-07-19;DESVBATA;Oriente;987600
2024-07-19;DESVCHIV;Oriente;1039100
2024-07-19;EMBACHUZ;Oriente;2081400
2024-07-19;ESMEBATA;Oriente;16543900
2024-07-19;GUAVGUAV;Oriente;10700300
2024-07-19;ALTOANCH;Valle;3462200
2024-07-19;BAJOANCH;Valle;349100
2024-07-19;CAL1CALM;Valle;241000
2024-07-19;FLR2CAUC;Valle;240600
2024-07-19;SALVCAUC;Valle;5078100
2024-07-20;BOCATENC;Antioquia;1308300
2024-07-20;CLLRPORC;Antioquia;2827900
2024-07-20;DESVIEPM;Antioquia;2391000
2024-07-20;ESCMNEGR;Antioquia;8840500
2024-07-20;ITUACAUC;Antioquia;25352100
2024-07-20;MIRFTENC;Antioquia;641300
2024-07-20;PENONARE;Antioquia;4478100
2024-07-20;PLAYGUAT;Antioquia;2036700
2024-07-20;PP-2POR1;Antioquia;2966500
2024-07-20;PP-3PORC;Antioquia;642200
2024-07-20;PUNCGUAT;Antioquia;2265400
2024-07-20;QUBRRGRD;Antioquia;43200
2024-07-20;RGR2RGRD;Antioquia;5641400
2024-07-20;SLORNARE;Antioquia;5116500
2024-07-20;SMIGCALD;Antioquia;1029100
2024-07-20;TRONGUAD;Antioquia;3518900
2024-07-20;CAMECAMP;Caldas;636800
2024-07-20;CAMECHIN;Caldas;1579500
2024-07-20;DESVGUAR;Caldas;158700
2024-07-20;ESMECAMP;Caldas;712100
2024-07-20;ESTRELLA;Caldas;239500
2024-07-20;PTEHMIEL;Caldas;2134300
2024-07-20;SANFRANC;Caldas;259200
2024-07-20;URR1SINU;Caribe;5403800
2024-07-20;ALICBOGO;Centro;6856000
2024-07-20;AMOYAMOY;Centro;1987400
2024-07-20;BETAMAG1;Centro;1684700
2024-07-20;CUCUCUCU;Centro;553800
2024-07-20;DESVSMAR;Centro;122800
2024-07-20;EMBAPRAD;Centro;105700
2024-07-20;QUIMMAGD;Centro;6681700
2024-07-20;SOGASOGA;Centro;11005400
2024-07-20;DESVBATA;Oriente;1226600
2024-07-20;DESVCHIV;Oriente;1019300
2024-07-20;EMBACHUZ;Oriente;2616200
